,document_id,question,answer,difficulty
6988,/indian_states/Uttar_Pradesh.txt,How many people in Uttar Pradesh live below the poverty line?,59 million,E
5704,/indian_states/Kerala.txt,"According to legend, who received a cargo from Ophir every three years? ",the King Solomon,E
2498,/constellations/sagittarius_constellation.txt,Which nebula was discovered by a French comet-hunter and has a pink interior with two dark bands?,Trifid Nebula,H
5907,/constellations/scorpius_constellation.txt,Messier 80 was the site of which rare discovery?,Nova T Scorpii,H
579,/chinese_dynasties/Liang_dynasty.txt,Did the Liang dynasty still exist after being preceded by the Southern Qi dynasty?,yes,H
5957,/languages/Spanish_language.txt,Which institute aims to advance the Spanish and Hispanic American cultures in non-Spanish-speaking countries?,Cervantes Institute,H
3557,/constellations/aries_constellation.txt,Why did some early Bedouin observers see a ram elsewhere in the sky?,Because they believed that the constellation featured the Pleiades as the ram's tail.,H
127,/pokemon_characters/eevee_pokemon.txt,"In Pokemon Yellow, what starter does the player get instead of Eeevee?",A wild Pikachu,H
5212,/indian_states/Meghalaya.txt,Is the large Indian parakeet the largest bird in Meghalaya?,No,M
4945,/indian_states/Andhra_Pradesh.txt,Which ancient dynasty's capital was modern Pedavegi?,The Salankayanas,M
77,/languages/Spanish_language.txt,Why do so many people in the US speak Spanish?,Because of Spanish and Mexican administration over territories,H
3705,/chinese_dynasties/Sui_dynasty.txt,In which year did Emperor Yang die?,642,M
4441,/constellations/virgo_constellation.txt,How many exoplanents orbit the stars in Virgo?,35,M
872,/indian_states/Maharashtra.txt,What language is spoken my Muslims in Maharashta?,Urdu and Dakhni,M
3843,/indian_states/Kerala.txt,What is the phenomenon peaking the output of the fishing industry during the southwest monsoon?,Chakara,M
4280,/chinese_dynasties/Han_dynasty.txt,Which system switched the positions of furrows and ridges between growing seasons?,Daitianfa,H
4985,/languages/Portuguese_language.txt,When did the first museum about Portuguese suffer from a fire?,In 2015.,H
6232,/languages/English_language.txt,Which country has the most people capable of understanding English,India,M
3489,/constellations/sagittarius_constellation.txt,How far is NGC 6537 located from the earth?,"4,000 light-years",H
4875,/chinese_dynasties/Xia_dynasty.txt,Did the man appointed by Emperor Yao to stop the flooding failed at last?,Yes,H
1332,/pokemon_characters/jigglypuff_pokemon.txt,What is Jigglypuff's talent?,Singing,M
4718,/constellations/aries_constellation.txt,Was Aries always recognized as an official constellation by the International Astronomical Union?,No,H
1446,/indian_states/Gujarat.txt,Is Gujarati the second language in Gurjart in 2001?,no,M
2441,/languages/Bengali_language.txt,When is International Mother Language Day?,21 Februrary,E
5896,/languages/Spanish_language.txt,Do more people speak Spanish than Hindi?,No,H
809,/languages/German_language.txt,When was the Middle High German period?,1050 to 1350,E
4134,/constellations/libra_constellation.txt,Where is the constellation Libra located?,In the Southern celestial hemisphere,E
2422,/indian_states/Rajasthan.txt,Is the economy of Rajasthan the smallest in India?,No,M
2745,/chinese_dynasties/Shang_dynasty.txt,How many royal tombs were found at the Ruins of Yin near modernday Anyang?,Eleven,M
2951,/pokemon_characters/psyduck_pokemon.txt,What generation did Psyduck make its debut in the Pokemon games?,Generation 1.,M
2620,/languages/Spanish_language.txt,Is Spanish more similar to Portuguese or Italian?,Portuguese,H
1430,/indian_states/Kerala.txt,Are there only five Classical languages in India?,no,M
1087,/indian_states/Maharashtra.txt,How many Indian states have a bicameral state legislature?,7,H
103,/constellations/leo_constellation.txt,What language is Leo's name?,Latin,M
5961,/languages/German_language.txt,Which language is the most widely spoken in Austria and Switzerland?,German,E
1507,/languages/Hindi_language.txt,When did early Hindi literature come about?,The 12th and 13th centuries CE,E
3961,/constellations/cancer_constellation.txt,Is it true that Cancer shares no borders with other constellations?,No ,M
5453,/languages/Mandarin_language.txt,Was Mandarin historically used often in the Chinese Singaporean community before 1979?,No,H
3817,/indian_states/Kerala.txt,Where is the most populous city in Kerala as of 2011?,Thiruvananthapuram,E
2383,/constellations/scorpius_constellation.txt,How many versions of Greek myths of Scorpio attribute it to Orion?,Two,H
3300,/indian_states/Punjab.txt,What language does the word Punjab originate from?,Persian,E
1791,/constellations/taurus_constellation.txt,What do the Pleiades represent?,Seven sisters,H
6008,/indian_states/West_Bengal.txt,"Does West Bengal cover an area of 90,000 sq mi?",No,M
4604,/pokemon_characters/snorlax_pokemon.txt,Has Snorlax received generally positive reception from the media?,Yes,E
5668,/chinese_dynasties/Jin_dynasty_(266–420).txt,How many Buddhist temples were in Eastern Jin?,1768,E
4329,/constellations/pisces_constellation.txt,Who discovered M74?,Pierre Méchain,M
413,/languages/Bengali_language.txt,Is Bengali the official language of Bangladesh?,Yes,E
1934,/languages/German_language.txt,Does German rank first as a foreign language in the EU in terms of student numbers across all levels of education?  ,No,M
1261,/chinese_dynasties/Chen_dynasty.txt,Which dynasty followed the Liang dynasty?,Chen dynasty,M
1,/constellations/cancer_constellation.txt,What language is Cancer's name in?,Latin,E
5638,/constellations/virgo_constellation.txt,How far away from Earth is the Sombrero Galaxy?,28 million light-years.,M
5106,/languages/English_language.txt,Who was English originally spoken by?,The inhbitants of early medieval England,E
3409,/languages/English_language.txt,Which is the most spoken language in the world?,English,M
4156,/languages/Arabic_language.txt,Do more states have Arabic or English as an official language?,English,M
1443,/indian_states/Gujarat.txt,What was Gujarat's major religion in 2011?,Hinduism,M
128,/pokemon_characters/eevee_pokemon.txt,"What is the goal of the game ""Eager Eevee?""",To be the first to grab some berries,H
5408,/chinese_dynasties/Jin_dynasty_(266–420).txt,What was the posthumous name of the founder of the Jin dynasty?,Emperor Wu,M
94,/pokemon_characters/jigglypuff_pokemon.txt,How come Jigglypuff is popular?,Because of its friendly pink color,H
7009,/languages/English_language.txt,How many letters are in the English alphabet?,26,M
5899,/pokemon_characters/psyduck_pokemon.txt,"Who cited Psyduck as having ""endearing dopeyness""?",Patricia Hernandez,H
6766,/constellations/leo_constellation.txt,"Does Beta Leonis means ""the little king""?",No,M
6430,/constellations/aquarius_constellation.txt,Does Aquarius have negative connotations?,Yes.,M
504,/indian_states/Karnataka.txt,In which year did the era of Kannada newspapers start?,1843,E
5226,/pokemon_characters/mewtwo_pokemon.txt,What role does Mewtwo play in the film Pokemon: The First Movie,The main antagonist,E
4272,/chinese_dynasties/Han_dynasty.txt,"After the imperial court enacted a series of reforms beginning in 145 BC, who was responsible for appointing the Kings’ staff?",The imperial court,H
6080,/indian_states/Kerala.txt,Rainfall occurs in Kerala primarily from June to August and September to December due to what kind of climate?,wet and maritime climate,H
1106,/chinese_dynasties/Chen_dynasty.txt,Did Emperor Chen Xu and Liu Jingyan not have any children?,No,M
3911,/languages/Urdu_language.txt,When was Urdu chosen as an official language of Pakistan? ,1947,E
1800,/languages/English_language.txt,What family of languages is English part of?,Indo-European,E
837,/indian_states/Maharashtra.txt,Does Maharashta have more males or females?,Males,H
5956,/languages/Spanish_language.txt,"When was the Royal Spanish Academy, founded?",1713,E
140,/indian_states/Meghalaya.txt,What does Meghalaya mean?,Abode of clouds,E
7097,/pokemon_characters/psyduck_pokemon.txt,Who was Psyduck a partner to in the film Detective Pikachu?,Lucy Stevens,H
4958,/pokemon_characters/mewtwo_pokemon.txt,"Compared with Mew, what is a disability of Mewtwo?",Cannot learn moves within the games.,M
4407,/languages/French_language.txt,Is French the second most common language in Canada?,Yes,E
6715,/languages/Hindi_language.txt,When did the Government of India set up a committee to prepare a grammar of Hindi?,1954,E
1802,/languages/English_language.txt,When was the period of Early Modern English,1500-1700,E
2576,/constellations/virgo_constellation.txt,Does the name of the largest constellation in the zodiac mean maiden in Latin?,Yes,H
593,/indian_states/Rajasthan.txt,How many years did Rajasthan spend to raise the rate of electricity access from 71% to 100%?,4,H
3017,/indian_states/Karnataka.txt,What country is Karnataka in?,India,E
6157,/indian_states/Tamil_Nadu.txt,Is Tamil Nadu biodiverse?,Yes.,H
65,/pokemon_characters/jigglypuff_pokemon.txt,Is Jigglypuff immediately a popular singer among audiences?,no,M
3839,/chinese_dynasties/Chen_dynasty.txt,What insurrection caused the downfall and ruin of the Liang?,Houjing Disturbance,M
2762,/chinese_dynasties/Zhou_dynasty.txt,"Is the rulers of the Zhou dynasty normally translated into English as ""emperor""?",No,M
1728,/chinese_dynasties/Sui_dynasty.txt,What did Sui unify?,The Northern and Southern dynasties,E
500,/indian_states/Karnataka.txt,When was Karnataka formed?,1 November 1956,E
2684,/indian_states/Uttar_Pradesh.txt,What are the official languages of Uttar Pradesh?,Hindi and Urdu,M
5667,/chinese_dynasties/Jin_dynasty_(266–420).txt,What material is the Jin dynasty well known for?,Greenish celadon procelain wares.,E
1471,/indian_states/Rajasthan.txt,"What is the difference between the national and Rajasthan literacy percentages in 2011, rounded to the closest integer?",7,H
3565,/constellations/gemini_constellation.txt,What is an Algol-type eclipsing binary star?,a star that has a period of 19.5 hours and minimum magnitude of 9.8.,H
5310,/pokemon_characters/charizard_pokemon.txt,Who is the trainer of Charizard in Pokemon Origin?,Red,E
5833,/constellations/sagittarius_constellation.txt,What color does the Lagoon Nebula appear in telescopes to the unaided eye?,Grey,M
4616,/languages/English_language.txt,Is English the most spoken language in the world?,Yes,E
3127,/indian_states/Rajasthan.txt,What other nation does Rajasthan share a border with?,Pakistan,M
507,/pokemon_characters/charizard_pokemon.txt,Who is the designer of Charizard for the first generation of Pocket Monsteres games Red and Green?,Atsuko Nishida,E
165,/constellations/virgo_constellation.txt,Is Virgo included in Christian mythology?,Yes,M
700,/languages/Russian_language.txt,What is the native language of the Russians?,Russian,E
2688,/indian_states/West_Bengal.txt,Who forms the demographic majority in West Bengal?,Bengali Hindus,E
6504,/indian_states/Punjab.txt,Does Panjab produce significant amounts of food?,Yes,M
3049,/indian_states/Karnataka.txt,Are there more men or women in Karnataka?,men,M
115,/languages/Spanish_language.txt,When are the oldest written traces of Spanish from?,The 9th century,M
2591,/chinese_dynasties/Shang_dynasty.txt,Did the Yin dynasty yield the earliest known body of Chinese writing?,Yes,H
3649,/chinese_dynasties/Shang_dynasty.txt,What type of dating was used to show the Erlitou culture flourished 2100 BC to 1800 BC?,Radiocarbon dating,M
1503,/languages/Hindi_language.txt,What is the most commonly used official language in India?,Hindi,E
4021,/pokemon_characters/squirtle_pokemon.txt,Was Michele Knotz the first to voice Squirtle in English localizations?,No,M
2124,/languages/French_language.txt,What are the two early forms of the French language?,Old French and Middle French,M
7060,/chinese_dynasties/Sui_dynasty.txt,Who built Luoyang?,Sui,E
1816,/pokemon_characters/squirtle_pokemon.txt,Who was Squirtle designed by?,Atsuko Nishida,E
6626,/constellations/pisces_constellation.txt,Is the NGC 488 a pair of colliding galaxies located 90 million lightyears away?,No,M
1223,/pokemon_characters/charmander_pokemon.txt,When was a Charmander useful in Twitch Plays Pokemon?,defeating Brock and obtaining the Boulder Badge,H
2559,/languages/Hindi_language.txt,Is English one of the official languages of the Government of India?,Yes,M
2774,/languages/Portuguese_language.txt,What is the Portuguese language called in Latin?,Lusitana or latina lusitanica,M
1910,/pokemon_characters/venusaur_pokemon.txt,Venusaur first appeared in what video games? ,Pokémon Red and Blue,E
3916,/chinese_dynasties/Zhou_dynasty.txt,How many peerage ranks are there below the royal ranks? ,Five,E
7095,/pokemon_characters/psyduck_pokemon.txt,What was Pokemon originally called in Japan?,Pocket Monsters,H
4496,/languages/French_language.txt,What are the three working languages of the EU?,"French, English, and German",H
1694,/constellations/taurus_constellation.txt,Did Herschel disprove the asssumption that nebulae were simply unresolved groups of stars was false?,yes,H
2338,/constellations/scorpius_constellation.txt,Are Messier 4 and Messier 80 globular clusters?,Yes,M
61,/constellations/gemini_constellation.txt,Does the Geminids peak at the beginning or end of the year?,the end,M
1386,/indian_states/Kerala.txt,Was India under British rule after the 18th century?,Yes,H
2738,/chinese_dynasties/Shang_dynasty.txt,"How many bronze, jade, stone, bone, and ceramic artifacts have been found?",Tens of thousands,E
436,/chinese_dynasties/Chen_dynasty.txt,Which dynasties followed the Chen dynasty?,Sui and Tang,M
840,/constellations/libra_constellation.txt,What constellation is south of Libra?,Lupus,H
5551,/chinese_dynasties/Northern_Wei.txt,Was the Northern Wei dynasty peaceful?,No,M
4642,/chinese_dynasties/Sui_dynasty.txt,"In 606, which city was the capital of the Sui dynasty?",Luoyang,M
2378,/constellations/scorpius_constellation.txt,What at its brightest is the second brightest star in Scorpius?,Star δ Sco,H
3126,/indian_states/Rajasthan.txt,In what state are the Dilwara Temples located?,Rajasthan,M
3066,/constellations/scorpius_constellation.txt,Is U Scorpii a slow nova?,No,M
